search_name,candidate,best_valid_accuracy,best_valid_loss,best_epoch,training_time_sec
activation,ReLU,0.8957446808510638,0.2881425580023028,12,4325.936566847
activation,GELU,0.8965425531914893,0.2925209272203716,10,4541.302413047999
activation,LeakyReLU,0.8943262411347518,0.28861306656336955,13,4723.931009246
