sample_ratio,train_samples,best_valid_accuracy,test_accuracy,test_f1_macro
0.3,30456,0.8900709219858156,0.8897340425531914,0.8885945645245502
0.5,50760,0.8948581560283688,0.893936170212766,0.8931102783678693
1.0,101520,0.9007978723404255,0.9025,0.9019052458854271
