sample_ratio,train_samples,best_valid_accuracy,test_accuracy,test_f1_macro
0.3,30456,0.8823581560283688,0.8807446808510638,0.8787094434244043
0.5,50760,0.8887411347517731,0.8877659574468085,0.8866924146974492
1.0,101520,0.8923758865248227,0.8912234042553191,0.8898671845351638
